data,comarcacodi,comarcadescripcio,municipicodi,municipidescripcio,districtecodi,districtedescripcio,sexecodi,sexedescripcio,resultatcoviddescripcio,numcasos,:id
2020-04-30T00:00:00.000,41.0,VALLES ORIENTAL,8209.0,SANT FOST DE CAMPSENTELLES,,No classificat,1.0,Dona,Epidemiològic,2,row-nkcr.w3fk.imdr
2020-04-30T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,10.0,SANT MARTÍ,1.0,Dona,Epidemiològic,9,row-xi7v_adyj_r5gz
2020-11-19T00:00:00.000,40.0,VALLES OCCIDENTAL,8260.0,SANTA PERPÈTUA DE MOGODA,,No classificat,0.0,Home,Positiu per Test Ràpid,1,row-n4i2-7g76-8npu
2020-07-20T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,10.0,SANT MARTÍ,1.0,Dona,Positiu per Test Ràpid,6,row-jh67_qg36-cr5q
2020-04-08T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,1.0,CIUTAT VELLA,1.0,Dona,Epidemiològic,2,row-kpmp.3e6h.4npy
2020-04-03T00:00:00.000,40.0,VALLES OCCIDENTAL,8279.0,TERRASSA,,No classificat,0.0,Home,Epidemiològic,2,row-5cgv_njjh_5ejh
2020-06-29T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,3.0,SANTS-MONTJUÏC,0.0,Home,Positiu per Test Ràpid,5,row-mpg8~tgmw-2k9d
2020-06-30T00:00:00.000,40.0,VALLES OCCIDENTAL,8279.0,TERRASSA,,No classificat,0.0,Home,Positiu per ELISA,1,row-txi8-dm9b.9u4v
2020-07-29T00:00:00.000,41.0,VALLES ORIENTAL,8159.0,PARETS DEL VALLÈS,,No classificat,0.0,Home,Positiu per Test Ràpid,2,row-2vut-jsxv_ztnf
2020-08-06T00:00:00.000,40.0,VALLES OCCIDENTAL,8187.0,SABADELL,,No classificat,1.0,Dona,Positiu per ELISA,1,row-vuct-byqk-fqcm
2020-07-31T00:00:00.000,40.0,VALLES OCCIDENTAL,8279.0,TERRASSA,,No classificat,0.0,Home,Positiu per ELISA,1,row-kb5g~tuw3~n9ey
2020-07-08T00:00:00.000,38.0,URGELL,25217.0,TÀRREGA,,No classificat,1.0,Dona,Positiu per Test Ràpid,2,row-ja2t_wsfp_stpq
2020-07-02T00:00:00.000,20.0,GIRONES,17079.0,GIRONA,,No classificat,1.0,Dona,Positiu per Test Ràpid,1,row-jtix.edhi.7aq7
2020-07-02T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,2.0,EIXAMPLE,0.0,Home,Positiu per Test Ràpid,5,row-hdyj~cnfq.shjf
2020-07-27T00:00:00.000,11.0,BAIX LLOBREGAT,8301.0,VILADECANS,,No classificat,0.0,Home,PCR probable,1,row-776z_y2kr_5rye
2020-07-03T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,6.0,GRÀCIA,0.0,Home,PCR probable,1,row-nyrm_qe6a~9b3p
2020-09-15T00:00:00.000,36.0,TARRAGONES,43148.0,TARRAGONA,,No classificat,1.0,Dona,Positiu per Test Ràpid,1,row-2vwy-q4we.qtub
2020-08-06T00:00:00.000,40.0,VALLES OCCIDENTAL,8187.0,SABADELL,,No classificat,1.0,Dona,Positiu per Test Ràpid,2,row-4u9a.q982~svhy
2020-08-07T00:00:00.000,11.0,BAIX LLOBREGAT,8169.0,EL PRAT DE LLOBREGAT,,No classificat,1.0,Dona,Positiu per ELISA,1,row-p7m8.jvqd_dfku
2020-08-06T00:00:00.000,17.0,GARRAF,8307.0,VILANOVA I LA GELTRÚ,,No classificat,1.0,Dona,Positiu per ELISA,1,row-xa52~ywae.hnzf
2020-08-09T00:00:00.000,40.0,VALLES OCCIDENTAL,8187.0,SABADELL,,No classificat,0.0,Home,Positiu per ELISA,1,row-drem_x58n.hp84
2020-08-07T00:00:00.000,11.0,BAIX LLOBREGAT,8200.0,SANT BOI DE LLOBREGAT,,No classificat,0.0,Home,PCR probable,5,row-2sw6-8v8e_tut2
2020-08-10T00:00:00.000,28.0,PLA DE L'ESTANY,17056.0,CORNELLÀ DEL TERRI,,No classificat,1.0,Dona,PCR probable,1,row-bt5g~jd67~djbn
2020-08-12T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,10.0,SANT MARTÍ,1.0,Dona,Positiu per Test Ràpid,2,row-khxt~n4qw-ewee
2020-09-22T00:00:00.000,8.0,BAIX CAMP,43123.0,REUS,,No classificat,1.0,Dona,PCR probable,7,row-k6iz_ev2g.vcmg
2020-11-11T00:00:00.000,6.0,ANOIA,8250.0,SANTA MARGARIDA DE MONTBUI,,No classificat,0.0,Home,Positiu per Test Ràpid,1,row-sfts.jxwu~nxe4
2020-08-03T00:00:00.000,40.0,VALLES OCCIDENTAL,8266.0,CERDANYOLA DEL VALLÈS,,No classificat,0.0,Home,PCR probable,2,row-4xst-acuh_9ckq
2020-08-02T00:00:00.000,11.0,BAIX LLOBREGAT,8158.0,EL PAPIOL,,No classificat,0.0,Home,PCR probable,1,row-u7bn~igmf-yy6v
2021-01-14T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,3.0,SANTS-MONTJUÏC,1.0,Dona,Positiu per ELISA,1,row-bftt_ti2r~4tj5
2020-06-13T00:00:00.000,11.0,BAIX LLOBREGAT,8169.0,EL PRAT DE LLOBREGAT,,No classificat,0.0,Home,Positiu per ELISA,2,row-kx3t-de6z_9hfv
2020-04-29T00:00:00.000,13.0,BARCELONES,8015.0,BADALONA,,No classificat,1.0,Dona,Epidemiològic,3,row-ax9j_5gy7~q5un
2021-01-28T00:00:00.000,41.0,VALLES ORIENTAL,8106.0,LLINARS DEL VALLÈS,,No classificat,1.0,Dona,PCR probable,1,row-ix4m.rcua-brmk
2020-05-18T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,3.0,SANTS-MONTJUÏC,0.0,Home,Positiu per ELISA,1,row-ctpx~af6x_sm44
2020-06-15T00:00:00.000,13.0,BARCELONES,8194.0,SANT ADRIÀ DE BESÒS,,No classificat,1.0,Dona,Positiu per ELISA,1,row-c36f~khym_khk5
2021-01-22T00:00:00.000,11.0,BAIX LLOBREGAT,8217.0,SANT JOAN DESPÍ,,No classificat,0.0,Home,PCR probable,3,row-i6ra-mf3h-p9jn
2020-12-11T00:00:00.000,13.0,BARCELONES,8245.0,SANTA COLOMA DE GRAMENET,,No classificat,1.0,Dona,Positiu per ELISA,1,row-wt5g~46sx.wr6r
2020-09-25T00:00:00.000,40.0,VALLES OCCIDENTAL,8187.0,SABADELL,,No classificat,1.0,Dona,PCR probable,4,row-skaf_rejc~uuw9
2020-10-03T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,10.0,SANT MARTÍ,0.0,Home,Positiu per ELISA,1,row-jij7~r9mn~u736
2020-10-24T00:00:00.000,6.0,ANOIA,8063.0,CASTELLOLÍ,,No classificat,0.0,Home,Positiu per ELISA,1,row-fv5k-pn5u-vqhz
2021-01-18T00:00:00.000,40.0,VALLES OCCIDENTAL,8279.0,TERRASSA,,No classificat,0.0,Home,Epidemiològic,1,row-jkyu.5zb3~4c5e
2020-09-16T00:00:00.000,33.0,SEGRIA,25120.0,LLEIDA,,No classificat,1.0,Dona,Epidemiològic,1,row-m59q.c97x~z32g
2020-10-19T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,7.0,HORTA-GUINARDÓ,0.0,Home,PCR probable,1,row-cqqi~mmpg-56ej
2020-12-18T00:00:00.000,31.0,RIPOLLES,17036.0,CAMPDEVÀNOL,,No classificat,1.0,Dona,Positiu per ELISA,1,row-t8j5.veyf_iqnz
2021-02-25T00:00:00.000,17.0,GARRAF,8231.0,SANT PERE DE RIBES,,No classificat,0.0,Home,PCR probable,1,row-b24k-bxqk_hmtc
2020-04-15T00:00:00.000,11.0,BAIX LLOBREGAT,8200.0,SANT BOI DE LLOBREGAT,,No classificat,1.0,Dona,Positiu per ELISA,1,row-wihe.htj4-vjeg
2021-01-11T00:00:00.000,34.0,SELVA,17023.0,BLANES,,No classificat,0.0,Home,Positiu per ELISA,1,row-asb7.9pv2_xxw9
2020-03-25T00:00:00.000,11.0,BAIX LLOBREGAT,8068.0,CERVELLÓ,,No classificat,0.0,Home,PCR probable,1,row-9d6s-j8ay-ecat
2020-04-24T00:00:00.000,21.0,MARESME,8110.0,MALGRAT DE MAR,,No classificat,0.0,Home,Positiu per Test Ràpid,1,row-yuye.m74v_96m4
2020-10-10T00:00:00.000,20.0,GIRONES,17215.0,VILABLAREIX,,No classificat,0.0,Home,Positiu per ELISA,1,row-h84v-vcye-km24
2020-05-06T00:00:00.000,6.0,ANOIA,8071.0,COPONS,,No classificat,1.0,Dona,Positiu per ELISA,1,row-xw2i.yqxi_hri4
2020-04-30T00:00:00.000,28.0,PLA DE L'ESTANY,17015.0,BANYOLES,,No classificat,1.0,Dona,Positiu per ELISA,1,row-ab76~bpeg~5ie3
2020-03-30T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,6.0,GRÀCIA,1.0,Dona,PCR probable,2,row-j2fr_vunm-uk6x
2020-08-07T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,10.0,SANT MARTÍ,1.0,Dona,Positiu per ELISA,2,row-qq2e_jxz4-a4gq
2020-04-10T00:00:00.000,11.0,BAIX LLOBREGAT,8157.0,PALLEJÀ,,No classificat,1.0,Dona,Positiu per ELISA,1,row-sm5n_dizf.gqrb
2020-04-15T00:00:00.000,21.0,MARESME,8121.0,MATARÓ,,No classificat,1.0,Dona,Positiu per ELISA,7,row-8nt6.xk7n~6sts
2020-05-27T00:00:00.000,41.0,VALLES ORIENTAL,8207.0,SANT ESTEVE DE PALAUTORDERA,,No classificat,1.0,Dona,Positiu per ELISA,1,row-v6xe.h3c9_f5jt
2020-11-14T00:00:00.000,21.0,MARESME,8284.0,TORDERA,,No classificat,0.0,Home,PCR probable,1,row-du9k~4d63-yjqw
2020-08-26T00:00:00.000,40.0,VALLES OCCIDENTAL,8279.0,TERRASSA,,No classificat,0.0,Home,PCR probable,1,row-rkyy~7593_9hmx
2021-01-12T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,4.0,LES CORTS,1.0,Dona,Positiu per ELISA,1,row-vw5q~3cp4_5j5z
2020-05-29T00:00:00.000,11.0,BAIX LLOBREGAT,8196.0,SANT ANDREU DE LA BARCA,,No classificat,1.0,Dona,PCR probable,1,row-vmh5~di5b.qim5
2020-04-01T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,3.0,SANTS-MONTJUÏC,0.0,Home,Positiu per ELISA,2,row-tyy5.xsgx-qh6g
2021-01-08T00:00:00.000,6.0,ANOIA,8102.0,IGUALADA,,No classificat,1.0,Dona,PCR probable,1,row-zp5n_6sd7_9kuq
2020-06-15T00:00:00.000,32.0,SEGARRA,25110.0,GUISSONA,,No classificat,1.0,Dona,Positiu per Test Ràpid,4,row-shjm-sz7j_673q
2020-04-08T00:00:00.000,40.0,VALLES OCCIDENTAL,8238.0,SANT QUIRZE DEL VALLÈS,,No classificat,1.0,Dona,Positiu per ELISA,1,row-np4a-nvc7~hmnt
2020-05-26T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,7.0,HORTA-GUINARDÓ,0.0,Home,Positiu per ELISA,8,row-vq9t~fk9g~un8z
2020-08-05T00:00:00.000,24.0,OSONA,8246.0,SANTA EUGÈNIA DE BERGA,,No classificat,1.0,Dona,Positiu per Test Ràpid,1,row-hjed_33km~trbh
2020-04-08T00:00:00.000,13.0,BARCELONES,8101.0,L'HOSPITALET DE LLOBREGAT,,No classificat,1.0,Dona,Positiu per ELISA,2,row-hme7.ggtk~7wjc
2020-04-07T00:00:00.000,40.0,VALLES OCCIDENTAL,8238.0,SANT QUIRZE DEL VALLÈS,,No classificat,1.0,Dona,Positiu per ELISA,1,row-e2j9-j2qg_dikt
2020-09-03T00:00:00.000,11.0,BAIX LLOBREGAT,8200.0,SANT BOI DE LLOBREGAT,,No classificat,1.0,Dona,PCR probable,4,row-n4a2~brr6-qggp
2020-11-02T00:00:00.000,8.0,BAIX CAMP,43123.0,REUS,,No classificat,1.0,Dona,PCR probable,1,row-yieu~4q26.c2cn
2020-10-08T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,3.0,SANTS-MONTJUÏC,0.0,Home,PCR probable,1,row-zwr3~y94h~sn87
2020-10-13T00:00:00.000,6.0,ANOIA,8161.0,PIERA,,No classificat,1.0,Dona,PCR probable,1,row-b84g-bubh-cd32
2020-08-11T00:00:00.000,40.0,VALLES OCCIDENTAL,8904.0,BADIA DEL VALLÈS,,No classificat,1.0,Dona,Positiu per Test Ràpid,1,row-kqag.h3d6~phtm
2020-08-28T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,5.0,SARRIÀ-SANT GERVASI,1.0,Dona,PCR probable,1,row-jg9n-qygk.jrze
2021-01-29T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,8.0,NOU BARRIS,1.0,Dona,Positiu per ELISA,3,row-b7gz.b8at.ytjy
2021-01-07T00:00:00.000,6.0,ANOIA,8102.0,IGUALADA,,No classificat,0.0,Home,PCR probable,2,row-h2mm-ja4a_hykv
2020-12-01T00:00:00.000,3.0,ALT PENEDES,8305.0,VILAFRANCA DEL PENEDÈS,,No classificat,1.0,Dona,PCR probable,1,row-xm4r.ti9e~gcir
2020-05-08T00:00:00.000,11.0,BAIX LLOBREGAT,8196.0,SANT ANDREU DE LA BARCA,,No classificat,1.0,Dona,Positiu per Test Ràpid,3,row-mxas.zyja-zbzg
2021-02-26T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,4.0,LES CORTS,1.0,Dona,Positiu per Test Ràpid,2,row-wk86~tgxq.ewd6
2020-10-06T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,3.0,SANTS-MONTJUÏC,1.0,Dona,PCR probable,1,row-2qpv.7pkb-bz8x
2021-01-28T00:00:00.000,11.0,BAIX LLOBREGAT,8217.0,SANT JOAN DESPÍ,,No classificat,0.0,Home,PCR probable,2,row-qg45_qxaw~7hgx
2020-08-21T00:00:00.000,33.0,SEGRIA,25120.0,LLEIDA,,No classificat,0.0,Home,Epidemiològic,1,row-njqx_3k6a-jvid
2020-11-30T00:00:00.000,36.0,TARRAGONES,43907.0,LA CANONJA,,No classificat,1.0,Dona,PCR probable,1,row-hvu9_wdrh~4c7x
2020-05-04T00:00:00.000,2.0,ALT EMPORDA,17016.0,BÀSCARA,,No classificat,1.0,Dona,Positiu per Test Ràpid,1,row-u583.brek-znh3
2020-08-10T00:00:00.000,40.0,VALLES OCCIDENTAL,8266.0,CERDANYOLA DEL VALLÈS,,No classificat,0.0,Home,Positiu per Test Ràpid,3,row-8his_fmt2_sxvd
2020-05-27T00:00:00.000,11.0,BAIX LLOBREGAT,8157.0,PALLEJÀ,,No classificat,1.0,Dona,Positiu per ELISA,2,row-t7z4-es9x.ijyt
2020-05-30T00:00:00.000,40.0,VALLES OCCIDENTAL,8187.0,SABADELL,,No classificat,0.0,Home,PCR probable,2,row-enbz-vsya.9h5v
2020-09-14T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,4.0,LES CORTS,0.0,Home,Positiu per Test Ràpid,2,row-48hv~dn2a_bjnv
2020-05-27T00:00:00.000,11.0,BAIX LLOBREGAT,8077.0,ESPLUGUES DE LLOBREGAT,,No classificat,1.0,Dona,Positiu per ELISA,5,row-47tu.5w5q_5cam
2021-02-04T00:00:00.000,11.0,BAIX LLOBREGAT,8073.0,CORNELLÀ DE LLOBREGAT,,No classificat,1.0,Dona,PCR probable,4,row-xpqy_qmbk_iuez
2020-10-22T00:00:00.000,13.0,BARCELONES,8101.0,L'HOSPITALET DE LLOBREGAT,,No classificat,1.0,Dona,PCR probable,4,row-va6v~pbmj-mt46
2020-12-02T00:00:00.000,11.0,BAIX LLOBREGAT,8221.0,SANT JUST DESVERN,,No classificat,1.0,Dona,PCR probable,1,row-8vcb.3fxk-mcd6
2020-12-06T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,5.0,SARRIÀ-SANT GERVASI,1.0,Dona,PCR probable,1,row-vzc7.3end-m55j
2020-08-28T00:00:00.000,10.0,BAIX EMPORDA,17160.0,SANT FELIU DE GUÍXOLS,,No classificat,0.0,Home,PCR probable,1,row-dnwg_euqe.kigh
2020-10-17T00:00:00.000,11.0,BAIX LLOBREGAT,8263.0,SANT VICENÇ DELS HORTS,,No classificat,1.0,Dona,Positiu per ELISA,1,row-cd3h-6a6s_h4h6
2020-11-18T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,10.0,SANT MARTÍ,0.0,Home,Positiu per ELISA,1,row-78q3-sqmc_dv4n
2020-12-31T00:00:00.000,24.0,OSONA,8298.0,VIC,,No classificat,1.0,Dona,Positiu per Test Ràpid,2,row-mttt-5zm6_ikri
2020-12-26T00:00:00.000,13.0,BARCELONES,8015.0,BADALONA,,No classificat,1.0,Dona,PCR probable,1,row-vpqc-4xx7-ctvf
2020-12-28T00:00:00.000,13.0,BARCELONES,8101.0,L'HOSPITALET DE LLOBREGAT,,No classificat,1.0,Dona,PCR probable,2,row-q9ic-f9hd~vu2h
2020-12-22T00:00:00.000,19.0,GARROTXA,17114.0,OLOT,,No classificat,1.0,Dona,PCR probable,1,row-fj5r_453r~td6z
2021-03-24T00:00:00.000,7.0,BAGES,8213.0,SANT FRUITÓS DE BAGES,,No classificat,1.0,Dona,Positiu PCR,2,row-fday~9ij6_ztgt
2020-09-23T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,8.0,NOU BARRIS,1.0,Dona,Positiu per Test Ràpid,1,row-c3jh-yf44~pyx7
2020-07-23T00:00:00.000,40.0,VALLES OCCIDENTAL,8187.0,SABADELL,,No classificat,1.0,Dona,Positiu per ELISA,3,row-jphc.cvxc~5rxy
2020-05-20T00:00:00.000,32.0,SEGARRA,25110.0,GUISSONA,,No classificat,1.0,Dona,Positiu per Test Ràpid,1,row-zub3~xzdy~dbrc
2020-09-23T00:00:00.000,20.0,GIRONES,17079.0,GIRONA,,No classificat,1.0,Dona,Epidemiològic,2,row-igvk.aget_iqvg
2020-07-05T00:00:00.000,18.0,GARRIGUES,25058.0,LES BORGES BLANQUES,,No classificat,0.0,Home,Epidemiològic,1,row-3a73.hv8b.fvtm
2020-09-01T00:00:00.000,11.0,BAIX LLOBREGAT,8301.0,VILADECANS,,No classificat,1.0,Dona,Positiu per ELISA,1,row-v84e-smx3.w2yi
2020-09-14T00:00:00.000,12.0,BAIX PENEDES,43163.0,EL VENDRELL,,No classificat,0.0,Home,Positiu per Test Ràpid,1,row-3ck5~9na9_kdq8
2020-09-15T00:00:00.000,11.0,BAIX LLOBREGAT,8089.0,GAVÀ,,No classificat,0.0,Home,Positiu per Test Ràpid,1,row-exsv.fwdw.g55r
2020-09-23T00:00:00.000,11.0,BAIX LLOBREGAT,8073.0,CORNELLÀ DE LLOBREGAT,,No classificat,1.0,Dona,Positiu per ELISA,2,row-n3v7_jsv2_3p66
2020-09-15T00:00:00.000,40.0,VALLES OCCIDENTAL,8266.0,CERDANYOLA DEL VALLÈS,,No classificat,0.0,Home,Positiu per Test Ràpid,1,row-hzbq~tc6r~y966
2020-05-20T00:00:00.000,19.0,GARROTXA,17185.0,SANT JOAN LES FONTS,,No classificat,1.0,Dona,Positiu per Test Ràpid,1,row-j5jj~xtur-v3h7
2020-04-28T00:00:00.000,20.0,GIRONES,17079.0,GIRONA,,No classificat,1.0,Dona,Positiu per Test Ràpid,14,row-8cve~73fh.rtcv
2021-01-05T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,3.0,SANTS-MONTJUÏC,0.0,Home,Positiu per ELISA,2,row-bmx4~ie7y.uw8u
2020-11-03T00:00:00.000,20.0,GIRONES,17044.0,CASSÀ DE LA SELVA,,No classificat,1.0,Dona,Positiu per ELISA,1,row-y9kv~cnbu~dgp7
2020-10-31T00:00:00.000,41.0,VALLES ORIENTAL,8248.0,SANTA EULÀLIA DE RONÇANA,,No classificat,1.0,Dona,PCR probable,1,row-wf47.3rhs.igrn
2020-10-19T00:00:00.000,13.0,BARCELONES,8101.0,L'HOSPITALET DE LLOBREGAT,,No classificat,0.0,Home,PCR probable,4,row-2x5s-vekq-shtp
2020-12-10T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,2.0,EIXAMPLE,1.0,Dona,Positiu per ELISA,4,row-jtxt_cdbc_xmvk
2020-12-09T00:00:00.000,40.0,VALLES OCCIDENTAL,8279.0,TERRASSA,,No classificat,0.0,Home,Positiu per ELISA,1,row-tsns-t525-vmee
2020-08-13T00:00:00.000,8.0,BAIX CAMP,43129.0,RIUDOMS,,No classificat,0.0,Home,Positiu per Test Ràpid,1,row-fbhr-z2bd.fzi7
2020-11-02T00:00:00.000,11.0,BAIX LLOBREGAT,8073.0,CORNELLÀ DE LLOBREGAT,,No classificat,0.0,Home,Positiu per ELISA,1,row-yxgd.wc33.j2u6
2020-11-01T00:00:00.000,11.0,BAIX LLOBREGAT,8200.0,SANT BOI DE LLOBREGAT,,No classificat,0.0,Home,Positiu per ELISA,1,row-v67z-fc4h.5na6
2020-05-20T00:00:00.000,40.0,VALLES OCCIDENTAL,8187.0,SABADELL,,No classificat,1.0,Dona,PCR probable,1,row-bbj7_g59e_4f2j
2020-05-18T00:00:00.000,13.0,BARCELONES,8101.0,L'HOSPITALET DE LLOBREGAT,,No classificat,1.0,Dona,Positiu per Test Ràpid,2,row-vht7.tqup_grti
2020-05-08T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,3.0,SANTS-MONTJUÏC,1.0,Dona,Positiu per Test Ràpid,2,row-kcxa.vxg2~s75x
2020-05-21T00:00:00.000,11.0,BAIX LLOBREGAT,8077.0,ESPLUGUES DE LLOBREGAT,,No classificat,1.0,Dona,Positiu per ELISA,1,row-ihtk.pmgw.nrsz
2020-05-14T00:00:00.000,21.0,MARESME,8121.0,MATARÓ,,No classificat,0.0,Home,Positiu per Test Ràpid,1,row-dbfe-74im-jaxq
2020-09-08T00:00:00.000,36.0,TARRAGONES,43148.0,TARRAGONA,,No classificat,1.0,Dona,Positiu per ELISA,2,row-nnrf.95gr-us2g
2020-09-10T00:00:00.000,11.0,BAIX LLOBREGAT,8073.0,CORNELLÀ DE LLOBREGAT,,No classificat,1.0,Dona,Positiu per ELISA,2,row-94ya-pxtn_cuvd
2021-02-23T00:00:00.000,8.0,BAIX CAMP,43092.0,MONT-ROIG DEL CAMP,,No classificat,0.0,Home,Positiu per ELISA,1,row-kkac~p69j~7mx3
2021-02-22T00:00:00.000,6.0,ANOIA,8162.0,ELS HOSTALETS DE PIEROLA,,No classificat,1.0,Dona,PCR probable,1,row-qe75_5b53_gr2x
2021-02-19T00:00:00.000,13.0,BARCELONES,8194.0,SANT ADRIÀ DE BESÒS,,No classificat,0.0,Home,Positiu per ELISA,1,row-zc85-aus4~xfa9
2020-09-15T00:00:00.000,40.0,VALLES OCCIDENTAL,8205.0,SANT CUGAT DEL VALLÈS,,No classificat,0.0,Home,Positiu per Test Ràpid,1,row-7z5z.cr9v-nbh8
2020-08-11T00:00:00.000,40.0,VALLES OCCIDENTAL,8187.0,SABADELL,,No classificat,0.0,Home,Positiu per Test Ràpid,1,row-5b96_6m86-7y83
2020-08-27T00:00:00.000,20.0,GIRONES,17079.0,GIRONA,,No classificat,0.0,Home,Positiu per Test Ràpid,1,row-n6um.hn64_uw64
2020-08-26T00:00:00.000,41.0,VALLES ORIENTAL,8135.0,MONTMELÓ,,No classificat,0.0,Home,Positiu per Test Ràpid,4,row-6dpp.b67w-eimp
2021-02-20T00:00:00.000,21.0,MARESME,8121.0,MATARÓ,,No classificat,1.0,Dona,Positiu per ELISA,1,row-hx3f_93zw.rxtd
2020-07-09T00:00:00.000,41.0,VALLES ORIENTAL,8106.0,LLINARS DEL VALLÈS,,No classificat,1.0,Dona,PCR probable,1,row-kga6-vdwq_cmhz
2020-09-16T00:00:00.000,6.0,ANOIA,8102.0,IGUALADA,,No classificat,1.0,Dona,PCR probable,1,row-kncz~fx5s.6t2g
2020-11-10T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,2.0,EIXAMPLE,1.0,Dona,Positiu per ELISA,1,row-zf9x.quzx.2rpp
2020-10-08T00:00:00.000,11.0,BAIX LLOBREGAT,8073.0,CORNELLÀ DE LLOBREGAT,,No classificat,0.0,Home,PCR probable,2,row-7gn3-ai4s_fshy
2020-04-29T00:00:00.000,21.0,MARESME,8035.0,CALELLA,,No classificat,1.0,Dona,Positiu per Test Ràpid,1,row-gs7w_kp2w.nwcw
2020-10-27T00:00:00.000,40.0,VALLES OCCIDENTAL,8054.0,CASTELLBISBAL,,No classificat,1.0,Dona,Epidemiològic,1,row-pmwm_r6sg~yafb
2020-11-11T00:00:00.000,3.0,ALT PENEDES,8305.0,VILAFRANCA DEL PENEDÈS,,No classificat,0.0,Home,PCR probable,1,row-vny3.y4mi~ey7b
2020-10-27T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,8.0,NOU BARRIS,0.0,Home,PCR probable,2,row-g8rw~2b54~y8gq
2020-06-12T00:00:00.000,40.0,VALLES OCCIDENTAL,8279.0,TERRASSA,,No classificat,0.0,Home,Positiu per ELISA,3,row-mpyn_pvzy.yggd
2020-05-22T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,2.0,EIXAMPLE,1.0,Dona,Positiu per ELISA,3,row-zfy5-r5nx-a5ak
2020-07-15T00:00:00.000,11.0,BAIX LLOBREGAT,8200.0,SANT BOI DE LLOBREGAT,,No classificat,1.0,Dona,Positiu per ELISA,4,row-r9d9.4hdj.v5hz
2020-10-04T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,1.0,CIUTAT VELLA,0.0,Home,Positiu per ELISA,1,row-kc95~ffn2-q78v
2020-04-10T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,8.0,NOU BARRIS,1.0,Dona,Positiu per ELISA,3,row-rwvs_e5ke_65qy
2020-08-04T00:00:00.000,11.0,BAIX LLOBREGAT,8089.0,GAVÀ,,No classificat,1.0,Dona,Positiu per ELISA,1,row-9bjt.d3ze-isqu
2020-07-17T00:00:00.000,11.0,BAIX LLOBREGAT,8200.0,SANT BOI DE LLOBREGAT,,No classificat,0.0,Home,Positiu per Test Ràpid,5,row-f648_2san~695w
2020-03-30T00:00:00.000,40.0,VALLES OCCIDENTAL,8238.0,SANT QUIRZE DEL VALLÈS,,No classificat,1.0,Dona,Positiu per ELISA,1,row-biqg-8rhg.mguj
2020-05-22T00:00:00.000,11.0,BAIX LLOBREGAT,8077.0,ESPLUGUES DE LLOBREGAT,,No classificat,1.0,Dona,Positiu per ELISA,2,row-kmic_8p5w_buxf
2020-07-17T00:00:00.000,13.0,BARCELONES,8245.0,SANTA COLOMA DE GRAMENET,,No classificat,1.0,Dona,Positiu per Test Ràpid,12,row-xzti_7qnq_swqi
2020-07-17T00:00:00.000,41.0,VALLES ORIENTAL,8124.0,MOLLET DEL VALLÈS,,No classificat,1.0,Dona,Positiu per Test Ràpid,7,row-9nnf-xfp5-d3y8
2020-11-18T00:00:00.000,40.0,VALLES OCCIDENTAL,8279.0,TERRASSA,,No classificat,1.0,Dona,Positiu per ELISA,2,row-u9mg-n96b-b8hy
2020-06-01T00:00:00.000,41.0,VALLES ORIENTAL,8005.0,L'AMETLLA DEL VALLÈS,,No classificat,0.0,Home,Positiu per Test Ràpid,2,row-32j2_bxxh-8net
2020-05-05T00:00:00.000,11.0,BAIX LLOBREGAT,8169.0,EL PRAT DE LLOBREGAT,,No classificat,1.0,Dona,Positiu per Test Ràpid,1,row-ppsk.dtqm_dswk
